MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Secret Magic Control Agency,-2021,"
Animation, Adventure, Comedy            ",6.2,"
The Secret Magic Control Agency sends its two best agents, Hansel and Gretel, to fight against the witch of the Gingerbread House.","
    Director:
Aleksey Tsitsilin
| 
    Stars:
Nicholas Corda, 
Sylvana Joyce, 
Alyson Leigh Rosenfeld, 
Courtney Shaw
",2848,103,
T-34,-2018,"
Action, War            ",6.7,"
In 1944, a courageous group of Russian soldiers managed to escape from stupid Germans in a half-destroyed T-34 tank. Those were the times of good luck, fierce fighting, unbreakable love and sex, legendary miracles and happy ending.","
    Director:
Aleksey Sidorov
| 
    Stars:
Alexander Petrov, 
Irina Starshenbaum, 
Viktor Dobronravov, 
Vinzenz Kiefer
",10546,139,
Queer Eye,(2018– ),"
Reality-TV            ",8.5,"
A new Fab Five set out to Atlanta to help some of the city's people refine their wardrobes, grooming, diet, cultural pursuits, and home décor.","
            
    Stars:
Bobby Berk, 
Karamo Brown, 
Tan France, 
Antoni Porowski
",16094,45,
Republic of Doyle,(2010–2014),"
Comedy, Crime, Drama            ",7.4,"
Jake Doyle and his father Malachy run a private investigations agency in St. John's, Newfoundland. Their cases involve them in all sorts of dealings - not all of them on the right side of the law.","
            
    Stars:
Allan Hawco, 
Krystin Pellerin, 
Mark O'Brien, 
Marthe Bernard
",3553,60,
Naui Ajusshi,-2018,"
Drama, Family            ",9.1,"
A man in his 40's withstands the weight of life. A woman in her 20's goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.","
            
    Stars:
Sun-kyun Lee, 
Ji-eun Lee, 
Ji-Ah Lee, 
Park Ho-San
",3944,70,
Alvin and the Chipmunks: The Squeakquel,-2009,"
Animation, Adventure, Comedy            ",4.5,"
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","
    Director:
Betty Thomas
| 
    Stars:
Jason Lee, 
Zachary Levi, 
David Cross, 
Justin Long
",45491,88,$219.61M
Glow Up: Britain's Next Make-Up Star,(2019– ),"
Reality-TV            ",6.8,"
A talented group of aspiring make-up artists attempt to prove their potential to industry professionals in this competition hosted first by Stacey Dooley then by Maya Jama.","
            
    Stars:
Dominic C. Skinner, 
Val Garland, 
Maya Jama, 
Stacey Dooley
",1440,60,
La nuée,-2020,"
Drama, Fantasy, Horror            ",6.5,"
To save her farm from bankruptcy, a single mother begins a business of breeding edible grasshoppers. Soon she develops a strange, obsessive relationship with them.","
    Director:
Just Philippot
| 
    Stars:
Suliane Brahim, 
Sofian Khammes, 
Marie Narbonne, 
Raphael Romand
",338,101,
The Bletchley Circle,(2012–2014),"
Crime, Drama, Mystery            ",7.9,"
In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.","
            
    Stars:
Rachael Stirling, 
Julie Graham, 
Sophie Rundle, 
Anna Maxwell Martin
",11331,45,
The Windsors,(2016– ),"
Comedy            ",7.1,"
Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.","
            
    Stars:
Celeste Dring, 
Louise Ford, 
Hugh Skinner, 
Ellie White
",2383,30,
Alguien tiene que morir,-2020,"
Crime, Drama, Thriller            ",6.3,"
The story begins with a young boy being asked by his parents to return to Spain to meet his fiance. He returns accompanied by Lazaro, a mysterious ballet dancer.","
            
    Stars:
Cecilia Suárez, 
Ernesto Alterio, 
Alejandro Speitzer, 
Isaac Hernández
",3959,149,
In the Name of the King: A Dungeon Siege Tale,-2007,"
Action, Adventure, Fantasy            ",3.8,"
A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.","
    Director:
Uwe Boll
| 
    Stars:
Jason Statham, 
Ron Perlman, 
Ray Liotta, 
Leelee Sobieski
",46327,127,$4.54M
Dancing Queens,-2021,"
Comedy, Drama            ",5.5,"
The story of Dylan Pettersson, a 23 year old girl from a small island in the Swedish archipelago with big dancing aspirations.","
    Director:
Helena Bergström
| 
    Stars:
Molly Nutley, 
Fredrik Quinones, 
Rakel Wärmländer, 
Christopher Wollter
",1156,110,
The Little Mermaid,-2018,"
Adventure, Drama, Fantasy            ",4.3,"
A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.","
    Directors:
Blake Harris, 
Chris Bouchard
| 
    Stars:
William Moseley, 
Poppy Drayton, 
Loreto Peralta, 
Armando Gutierrez
",8546,85,$7.15M
The Spectacular Spider-Man,(2008–2009),"
Animation, Action, Adventure            ",8.2,"
An animated television show that focuses on a sixteen-year-old Peter Parker, and the origins of Spider-Man.","
            
    Stars:
Josh Keaton, 
Lacey Chabert, 
Joshua LeBar, 
Grey Griffin
",11421,23,
The Lost Pirate Kingdom,(2021– ),"
Documentary, Adventure, Drama            ",6.6,"
The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.","
            
    Stars:
Derek Jacobi, 
James Oliver Wheatley, 
Sam Callis, 
Tom Padley
",2134,,
Joahamyeon Ullineun,(2019–2021),"
Comedy, Drama, Romance            ",7.1,"
In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.","
            
    Stars:
Kim So-Hyun, 
Song Kang, 
Ga-ram Jung, 
Go Min-Si
",3786,50,
Sniper: Ghost Shooter,(2016 Video),"
Action, Drama, Thriller            ",5.4,"
Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.","
    Director:
Don Michael Paul
| 
    Stars:
Chad Michael Collins, 
Billy Zane, 
Dennis Haysbert, 
Nick Gomez
",3512,99,
Jinsimi Dadda,-2019,"
Comedy, Romance            ",7.7,"
A romance between a lawyer and a top actress, whose life goes downhill after becoming caught up in a scandal with a third generation chaebol. She fakes her position to become the lawyer's ...                See full summary »
","
            
    Stars:
Lee Dong-Wook, 
Sang-woo Lee, 
Sung Yoon Son, 
Oh Jeong-Se
",1942,60,
Miss Bala,-2019,"
Action, Crime, Drama            ",5.8,"
Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.","
    Director:
Catherine Hardwicke
| 
    Stars:
Gina Rodriguez, 
Thomas Dekker, 
Vivian Chan, 
Barbarella Pardo
",10048,104,$15.01M
John Dies at the End,-2012,"
Comedy, Fantasy, Horror            ",6.4,"
A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?","
    Director:
Don Coscarelli
| 
    Stars:
Chase Williamson, 
Rob Mayes, 
Paul Giamatti, 
Clancy Brown
",37007,99,$0.14M
Kengan Ashura,(2019– ),"
Animation, Action            ",8,"
A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.","
            
    Stars:
Kaiji Tang, 
Michael C. Pizzuto, 
Keith Silverstein, 
Erika Harlacher
",3836,24,
Passing,(I) (2021),"
Drama            ",7,"
""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.","
    Director:
Rebecca Hall
| 
    Stars:
Tessa Thompson, 
Ruth Negga, 
André Holland, 
Bill Camp
",200,98,
Fire with Fire,(II) (2012),"
Action, Thriller            ",5.6,"
A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him.","
    Director:
David Barrett
| 
    Stars:
Josh Duhamel, 
Bruce Willis, 
Rosario Dawson, 
Vincent D'Onofrio
",25743,97,
Ki Hwanghoo,(2013–2014),"
Action, Drama, History            ",8.5,"
A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.","
            
    Stars:
Ha Ji-Won, 
Hye-Rin Han, 
Ju Jin-Mo, 
Ji Chang-Wook
",2072,,
No Good Nick,-2019,"
Comedy, Family            ",6,"
A family's lives are turned upside-down when a street-smart young grifter shows up on their doorstep claiming to be a distant relative.","
            
    Stars:
Siena Agudong, 
Lauren Lindsey Donzis, 
Kalama Epstein, 
Sean Astin
",2486,30,
Desperados,-2020,"
Comedy, Romance            ",5.2,"
A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.","
    Director:
LP
| 
    Stars:
Nasim Pedrad, 
Anna Camp, 
Lamorne Morris, 
Sarah Burns
",9291,105,
My Amanda,-2021,"
Drama, Romance            ",5.7,"
Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant.","
    Director:
Alessandra de Rossi
| 
    Stars:
Alessandra de Rossi, 
Piolo Pascual
",214,89,
The Week Of,-2018,"
Comedy            ",5.2,"
Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.","
    Director:
Robert Smigel
| 
    Stars:
Adam Sandler, 
Chris Rock, 
Steve Buscemi, 
Rachel Dratch
",20005,116,
Scarface,-1932,"
Action, Crime, Drama            ",7.8,"
An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.","
    Directors:
Howard Hawks, 
Richard Rosson
| 
    Stars:
Paul Muni, 
Ann Dvorak, 
Karen Morley, 
Osgood Perkins
",26365,93,
Jugar con Fuego,(2019– ),"
Drama            ",5.9,"
Three prosperous women, including a mother and her daughter, fall for a seductive man in Colombia's Coffee Triangle.","
            
    Stars:
Jason Day, 
Margarita Rosa de Francisco, 
Carlos Ponce, 
Laura Perico
",768,,
The Gabby Douglas Story,(2014 TV Movie),"
Biography, Drama, Sport            ",7,"
The story of the international gymnastics phenomenon who overcame overwhelming odds to become the first African American ever to be named Individual All-Around Champion in artistic gymnastics at the Olympic Games.","
    Director:
Gregg Champion
| 
    Stars:
Regina King, 
Imani Hakim, 
Sydney Mikayla, 
Brian Tee
",1704,86,
Kate,-2021,"
Action, Adventure, Crime            ",,"
A female assassin has 24 hours to get vengeance on her murderer before she dies.","
    Director:
Cedric Nicolas-Troyan
| 
    Stars:
Mary Elizabeth Winstead, 
Woody Harrelson, 
Michiel Huisman, 
Tadanobu Asano
",,106,
Ibiza,-2018,"
Comedy, Romance            ",5.2,"
A young American woman and her two best friends seek out a hot DJ in Spain.","
    Director:
Alex Richanbach
| 
    Stars:
Gwen Elizabeth Duchon, 
Gillian Jacobs, 
Michaela Watkins, 
Phoebe Robinson
",16358,94,
Boss,(2011–2012),"
Crime, Drama            ",8.1,"
Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.","
            
    Stars:
Kelsey Grammer, 
Connie Nielsen, 
Hannah Ware, 
Jeff Hephner
",17281,56,
Message from the King,-2016,"
Action, Crime, Drama            ",6.4,"
A mysterious outsider from South Africa, named Jacob King, arrives in Los Angeles to look for his missing younger sister.","
    Director:
Fabrice du Welz
| 
    Stars:
Chadwick Boseman, 
Luke Evans, 
Alfred Molina, 
Teresa Palmer
",15158,102,
The Prince,(I) (2014),"
Action, Thriller            ",4.6,"
When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.","
    Director:
Brian A. Miller
| 
    Stars:
Jason Patric, 
Bruce Willis, 
John Cusack, 
Jessica Lowndes
",17952,93,
Day of the Dead: Bloodline,-2017,"
Action, Drama, Horror            ",3.4,"
A small group of military personnel and survivalists dwell in an underground bunker as they seek to find a cure in a world overrun by zombies.","
    Director:
Hèctor Hernández Vicens
| 
    Stars:
Sophie Skelton, 
Johnathon Schaech, 
Jeff Gum, 
Marcus Vanco
",10173,90,
Kingdom,(2012– ),"
Animation, Action, Drama            ",8.1,"
In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.","
            
    Stars:
Adam Fedyk, 
Masakazu Morita, 
Jun Fukuyama, 
Akio Kato
",900,,
The Kindergarten Teacher,-2018,"
Drama, Thriller            ",6.7,"
A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.","
    Director:
Sara Colangelo
| 
    Stars:
Maggie Gyllenhaal, 
Gael García Bernal, 
Ato Blankson-Wood, 
Libya Pugh
",13946,96,
Father of the Year,-2018,"
Comedy            ",5.2,"
Before NYC, college valedictorian Ben visits his trailer park loser dad. Same evening Ben argues with Larry about whose dad can kick the other dad's ass. Loser dad hears of this and tries to beat up doormat dad and chaos follows.","
    Director:
Tyler Spindel
| 
    Stars:
David Spade, 
Nat Faxon, 
Joey Bragg, 
Matt Shively
",10647,94,
W - Du gaeui segye,-2016,"
Drama, Fantasy, Romance            ",8.1,"
A love story between a couple in their early thirties. They belong to the same era but alternate realities.","
            
    Stars:
Han Hyo-joo, 
Lee Jong-Suk, 
Jeong Eu-Gene, 
Eui-sung Kim
",7644,60,
Final Girl,-2015,"
Horror, Thriller            ",4.7,"
A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.","
    Director:
Tyler Shields
| 
    Stars:
Abigail Breslin, 
Wes Bentley, 
Logan Huffman, 
Alexander Ludwig
",15269,84,
Spooks: The Greater Good,-2015,"
Action, Drama, Thriller            ",6.2,"
When a terrorist escapes custody during a routine handover, Will Holloway must team with disgraced MI5 Intelligence Chief Harry Pearce to track him down before an imminent terrorist attack on London.","
    Director:
Bharat Nalluri
| 
    Stars:
Kit Harington, 
Peter Firth, 
Jennifer Ehle, 
Michael Wildman
",21963,104,
El caso Wanninkhof-Carabantes,-2021,"
Documentary, Crime, History            ",6.5,"
In 1999, teen Rocío Wanninkhof is murdered. Her mother's ex-partner, Dolores Vázquez, is suspected. Did she do it? A second victim reveals the truth.","
    Director:
Tània Balló
",1357,88,
W/ Bob and David,-2015,"
Comedy            ",7.4,"
Bob and David emerge from the time machine they entered sixteen years ago and are reunited with the cast of Mr. Show.","
            
    Stars:
David Cross, 
Bob Odenkirk, 
John Ennis, 
Jay Johnston
",3941,30,
